image_size_x,image_size_y,name,dial_visibility,dial_visibility_p_0,dial_visibility_p_1,like,like_p_0,like_p_1,image_quality
800,800,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_aqua_terra_annual_calendar_43mm_231.10.43.22.02.003-4.jpg,0.0,0.4631287455558777,0.5368711948394775,-1.0,-1,-1,-1.0
800,800,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_aqua_terra_annual_calendar_43mm_231.10.43.22.03.002-2.jpg,0.0,0.4631287455558777,0.5368711948394775,-1.0,-1,-1,-1.0
286,480,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_aqua_terra_chronometer-5.jpg,1.0,0.5574102401733398,0.4425898194313049,-1.0,-1,-1,-1.0
1049,349,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_aqua_terra_grey_dial_39mm_4460_just_serviced-8.jpg,0.0,0.4119763076305389,0.5880237221717834,-1.0,-1,-1,-1.0
1280,720,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_aqua_terre_james_bond-2.jpg,0.0,0.4887730479240418,0.5112269520759583,-1.0,-1,-1,-1.0
900,900,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_ladies_220.10.38.20.55.00_seamaster_aqua_terra_watch-1.jpg,1.0,0.4637030065059662,0.5362970232963562,-1.0,-1,-1,-1.0
900,900,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_ladies_220.10.38.20.55.00_seamaster_aqua_terra_watch-6.jpg,1.0,0.4637030065059662,0.5362970232963562,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_ladies_23110342057003_seamaster_aqua_terra_watch-5.jpg,1.0,0.43416768312454224,0.5658323168754578,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_sea_master_aqua_terra_gmt_chronograph-3.jpg,1.0,0.5459017753601074,0.4540983140468597,-1.0,-1,-1,-1.0
637,480,"chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua-terra_quarz_39,2mm-15.jpg",0.0,0.5099130272865295,0.4900869429111481,-1.0,-1,-1,-1.0
935,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra-1083.jpg,1.0,0.4679054915904999,0.5320945382118225,-1.0,-1,-1,-1.0
1014,666,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra-1101.jpg,0.0,0.5315254926681519,0.4684744477272034,-1.0,-1,-1,-1.0
970,959,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra-228.jpg,1.0,0.4096845984458923,0.5903154015541077,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra-579.jpg,1.0,0.5857470631599426,0.41425296664237976,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra-691.jpg,0.0,0.4896558821201325,0.5103441476821899,-1.0,-1,-1,-1.0
1280,853,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra-830.jpg,0.0,0.580738365650177,0.4192616641521454,-1.0,-1,-1,-1.0
440,480,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra-989.jpg,0.0,0.5055479407310486,0.4944519996643066,-1.0,-1,-1,-1.0
1200,800,"chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150_m_omega_master_co-axial_38,5_mm-9.jpg",0.0,0.4930351376533508,0.5069648623466492,-1.0,-1,-1,-1.0
640,477,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150_xxl-7.jpg,0.0,0.5796504616737366,0.4203495085239409,-1.0,-1,-1,-1.0
1000,700,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150m_34mm_pink_gold_diamond_bezel_new-7.jpg,0.0,0.4938739836215973,0.5061260461807251,-1.0,-1,-1,-1.0
993,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150m_41.5mm_co_axial_date_two_tone_automatic_mens_watch_231.20.42.21.08.001-5.jpg,1.0,0.4282926917076111,0.5717073082923889,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150m_chronograph_co-axial_44_mm-4.jpg,1.0,0.4017303287982941,0.5982697606086731,-1.0,-1,-1,-1.0
1000,700,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150m_co-axial_34mm_diamonds_croco_new-7.jpg,0.0,0.5032641887664795,0.4967357814311981,-1.0,-1,-1,-1.0
672,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150m_co-axial_34mm_diamonds_new-1.jpg,1.0,0.5257884263992311,0.4742115437984466,-1.0,-1,-1,-1.0
1000,700,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150m_co-axial_34mm_yellow_gold_diamond-7.jpg,0.0,0.4411508440971375,0.5588491559028625,-1.0,-1,-1,-1.0
1000,700,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150m_co-axial_38.5_yellow_gold_new-5.jpg,0.0,0.4341186285018921,0.5658813714981079,-1.0,-1,-1,-1.0
1000,700,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150m_co-axial_38.5mm_croco_strap_new-5.jpg,0.0,0.5367592573165894,0.4632408022880554,-1.0,-1,-1,-1.0
1000,700,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150m_co-axial_38.5mm_pink_gold_diamonds-7.jpg,0.0,0.4938739836215973,0.5061260461807251,-1.0,-1,-1,-1.0
1000,700,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150m_co-axial_43_gmt_titanium_white_goodplanet-5.jpg,0.0,0.4580378234386444,0.541962206363678,-1.0,-1,-1,-1.0
1280,853,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150m_co-axial_chronometer_38mm_lady-7.jpg,1.0,0.5120041966438293,0.4879958629608154,-1.0,-1,-1,-1.0
1000,700,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150m_co-axial_gmt_43mm_black_dial_231.1-4.jpg,0.0,0.4413517713546753,0.5586482286453247,-1.0,-1,-1,-1.0
1117,740,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150m_co-axial_gmt_chronograph-6.jpg,1.0,0.5065301060676575,0.4934698939323425,-1.0,-1,-1,-1.0
1092,378,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150m_co-axial_master_cronometer_41mm_r-10.jpg,0.0,0.488776683807373,0.5112233757972717,-1.0,-1,-1,-1.0
768,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150m_co_axial_date_stainless_steel_automatic_ladies_watch_231.13.34.20.04.001-5.jpg,1.0,0.4685650765895844,0.5314348936080933,-1.0,-1,-1,-1.0
636,480,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150m_grey_dial-18.jpg,1.0,0.4751032292842865,0.5248968005180359,-1.0,-1,-1,-1.0
1000,700,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150m_master_co-axial_38.5mm-4.jpg,0.0,0.5839967131614685,0.4160033166408539,-1.0,-1,-1,-1.0
1000,700,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150m_master_co-axial_38.5mm_new-5.jpg,0.0,0.437871128320694,0.5621288418769836,-1.0,-1,-1,-1.0
639,480,"chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150m_master_co-axial_41,5_mm-9.jpg",1.0,0.5415639281272888,0.4584360718727112,-1.0,-1,-1,-1.0
900,900,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150m_master_co-axial__38mm-11.jpg,0.0,0.5156862735748291,0.4843137562274933,-1.0,-1,-1,-1.0
900,900,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150m_master_co-axial__38mm-2.jpg,0.0,0.5156862735748291,0.4843137562274933,-1.0,-1,-1,-1.0
900,900,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150m_master_co-axial__41mm-16.jpg,0.0,0.5849022269248962,0.41509777307510376,-1.0,-1,-1,-1.0
900,900,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150m_master_co-axial__41mm-7.jpg,0.0,0.5849022269248962,0.41509777307510376,-1.0,-1,-1,-1.0
1000,700,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150m_quartz_30_stainless_steel_grey-5.jpg,0.0,0.4443545341491699,0.5556454658508301,-1.0,-1,-1,-1.0
1000,750,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150m_stainless_steel_41mm-7.jpg,1.0,0.5386213660240173,0.4613786041736603,-1.0,-1,-1,-1.0
1000,750,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150m_stainless_steel_41mm-9.jpg,1.0,0.41788896918296814,0.5821110010147095,-1.0,-1,-1,-1.0
639,480,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_150m_titan_master_co-axial_good_planet-5.jpg,0.0,0.44284722208976746,0.5571527481079102,-1.0,-1,-1,-1.0
729,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_43_231.90.43.22.04.001-2.jpg,0.0,0.4971290528774262,0.5028709173202515,-1.0,-1,-1,-1.0
729,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_43_231.90.43.22.04.001-4.jpg,0.0,0.4971290528774262,0.5028709173202515,-1.0,-1,-1,-1.0
1280,853,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_automatic-11.jpg,1.0,0.529002845287323,0.4709970653057098,-1.0,-1,-1,-1.0
1280,853,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_automatic-12.jpg,0.0,0.4198963940143585,0.5801036357879639,-1.0,-1,-1,-1.0
1280,853,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_automatic-22.jpg,1.0,0.529002845287323,0.4709970653057098,-1.0,-1,-1,-1.0
1280,853,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_automatic-23.jpg,0.0,0.4198963940143585,0.5801036357879639,-1.0,-1,-1,-1.0
780,780,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_co-axial_15000_gauss-15.jpg,0.0,0.4043414890766144,0.5956584811210632,-1.0,-1,-1,-1.0
1000,175,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_co-axial_41_231.23.39.21.02.002-2.jpg,1.0,0.476307213306427,0.523692786693573,-1.0,-1,-1,-1.0
1000,263,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_co-axial_41_231.23.39.21.02.002-3.jpg,1.0,0.5960779786109924,0.4039219617843628,-1.0,-1,-1,-1.0
960,640,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_co-axial_44mm_box&papers-3.jpg,1.0,0.4007810354232788,0.5992189645767212,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_co-axial_mens_watch_231.10.42.21.06.001-10.jpg,0.0,0.5668895244598389,0.4331104457378388,-1.0,-1,-1,-1.0
1165,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_co-axial_steel_42mm_black_dial-4.jpg,0.0,0.575290322303772,0.42470967769622797,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_co-axial_steel_watch_231.10.42.21.02.001-7.jpg,0.0,0.5949986577033997,0.4050012528896332,-1.0,-1,-1,-1.0
1024,801,"chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_co_axial_2010_herren_41,5mm_box_papiere-11.jpg",0.0,0.467096209526062,0.532903790473938,-1.0,-1,-1,-1.0
1024,801,"chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_co_axial_2010_herren_41,5mm_box_papiere-5.jpg",0.0,0.467096209526062,0.532903790473938,-1.0,-1,-1,-1.0
662,662,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_gelbgold_21047500-8.jpg,0.0,0.414752185344696,0.585247814655304,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_gmt-33.jpg,1.0,0.4442808926105499,0.5557191371917725,-1.0,-1,-1,-1.0
1279,921,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_golf_41mm_automatic_220.12.41.21.01.002-10.jpg,0.0,0.576209306716919,0.4237907230854033,-1.0,-1,-1,-1.0
900,900,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_grey_dial_stainless_steel_women's_watch_231.10.30.60.06.001-4.jpg,0.0,0.5493015646934509,0.4506984353065491,-1.0,-1,-1,-1.0
1158,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_london_2012-5.jpg,1.0,0.442952960729599,0.5570470094680786,-1.0,-1,-1,-1.0
640,457,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_master_chronometer-12.jpg,1.0,0.589657187461853,0.4103427529335022,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_master_co-axial_watch_231.10.39.21.01.002-15.jpg,1.0,0.5556926131248474,0.4443073868751526,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_mens_watch_231.10.39.60.06.001-7.jpg,0.0,0.4733730256557465,0.5266269445419312,-1.0,-1,-1,-1.0
1005,638,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_mop_diamond_1.75cttw_watch_-_new_bp-7.jpg,0.0,0.43174776434898376,0.5682522058486938,-1.0,-1,-1,-1.0
1280,853,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_new_from_2019_complete_with_b_+_p-4.jpg,1.0,0.5859370827674866,0.4140629768371582,-1.0,-1,-1,-1.0
600,800,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_olympic_london_2012-2.jpg,1.0,0.5544931292533875,0.4455069005489349,-1.0,-1,-1,-1.0
974,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_silver_38.5mm_auto_231.10.39.21.02.001-4.jpg,1.0,0.4837915897369385,0.5162084102630615,-1.0,-1,-1,-1.0
1280,850,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aqua_terra_silver_41.5mm_231.13.42.21.02.003-10.jpg,0.0,0.4273218214511871,0.5726781487464905,-1.0,-1,-1,-1.0
1280,853,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aquaterra_38mm_ss_blue_220.13.38.20.03.001_complete_w_warranty-6.jpg,0.0,0.4192520976066589,0.5807479619979858,-1.0,-1,-1,-1.0
540,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_aquaterra_nzl-32_chrono-13.jpg,1.0,0.4273385405540466,0.5726615190505981,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_automatic_stainless_steel_men's_sports_watch_231.10.39.21.03.002-6.jpg,1.0,0.5542836785316467,0.4457163512706757,-1.0,-1,-1,-1.0
1280,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_seamaster_co-axial_chronometer_automatic_caliber_2500-9.jpg,0.0,0.42167195677757263,0.5783280730247498,-1.0,-1,-1,-1.0
806,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_aqua_terra/omega_watch_aqua_terra_150m_gents_231.10.42.21.02.001-13.jpg,0.0,0.4286916851997376,0.5713083148002625,-1.0,-1,-1,-1.0
443,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_deville/omega_1967_vintage_omega_seamaster_de_ville_date_automatic_stainless_steel-2.jpg,1.0,0.5647196769714355,0.4352803826332092,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_deville/omega_don_draper_mad_mens_seamaster_de_ville_mens_watch_black_dial-6.jpg,0.0,0.5240001082420349,0.4759998917579651,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_deville/omega_seamaster_de_ville_blue_crosshair_don_draper_mens_watch-7.jpg,0.0,0.4011322855949402,0.5988677144050598,-1.0,-1,-1,-1.0
1280,847,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_deville/omega_seamaster_de_ville_stahlgold_aus_1965_cal.552-4.jpg,0.0,0.5431531071662903,0.4568469226360321,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_deville/omega_seamaster_deville-34.jpg,0.0,0.4024349451065064,0.5975649952888489,-1.0,-1,-1,-1.0
1008,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_deville/omega_servicierte_omega_seamaster_vintage_pre_de_ville_automatik-38.jpg,1.0,0.463329017162323,0.536670982837677,-1.0,-1,-1,-1.0
1280,393,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_deville/omega_servicierte_omega_seamaster_vintage_pre_de_ville_automatik-65.jpg,1.0,0.43090435862541204,0.5690956711769104,-1.0,-1,-1,-1.0
1280,958,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_camille_graeser__f625-999_limited_edition_quartz_steel-6.jpg,0.0,0.4142919778823853,0.58570796251297,-1.0,-1,-1,-1.0
1080,720,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_diver_300_m_co-axial_chronograph_41.5_mm-5.jpg,0.0,0.5871630311012268,0.4128369390964508,-1.0,-1,-1,-1.0
1080,720,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_diver_300_m_co-axial_chronograph_41.5_mm-6.jpg,0.0,0.5871630311012268,0.4128369390964508,-1.0,-1,-1,-1.0
700,700,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_montre_omega_seamaster_300_m_en_acier-18.jpg,1.0,0.4648001790046692,0.535199761390686,-1.0,-1,-1,-1.0
700,700,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_montre_omega_seamaster_300_m_en_acier-6.jpg,1.0,0.4648001790046692,0.535199761390686,-1.0,-1,-1,-1.0
700,700,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_montre_omega_seamaster_300_m_en_acier_vers_2000-36.jpg,1.0,0.4523157179355621,0.5476843118667603,-1.0,-1,-1,-1.0
700,700,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_montre_omega_seamaster_300_m_en_acier_vers_2000-42.jpg,1.0,0.4523157179355621,0.5476843118667603,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_rare_omega_argentina_airforce_chronograph_ref_2451_cal_chro_27_320_from_1940-11.jpg,0.0,0.4399148225784302,0.5600852370262146,-1.0,-1,-1,-1.0
1280,855,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_rare_omega_argentina_airforce_chronograph_ref_2451_cal_chro_27_320_from_1940-8.jpg,0.0,0.5450784564018251,0.4549214839935303,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_sea_master_diver_300_blue_dial_42_mm_co-axial_chro-4.jpg,0.0,0.5796306133270264,0.4203693568706513,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_sea_master_diver_300_blue_dial_42_mm_co-axial_chro-6.jpg,0.0,0.5723513960838318,0.4276485443115233,-1.0,-1,-1,-1.0
900,900,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_seamaster-40.jpg,0.0,0.4129272997379303,0.5870727300643921,-1.0,-1,-1,-1.0
640,480,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_seamaster-55.jpg,0.0,0.5309004187583923,0.4690995216369629,-1.0,-1,-1,-1.0
600,800,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_seamaster-62.jpg,1.0,0.41643568873405457,0.5835642814636229,-1.0,-1,-1,-1.0
1280,853,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_seamaster_120m_recife_diver-7.jpg,0.0,0.4299535751342773,0.5700464248657227,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_seamaster_212.30.41.20.01.003_co-axial_41mm_blue_dial_w_box_papers-6.jpg,0.0,0.5550897121429443,0.4449103474617005,-1.0,-1,-1,-1.0
1200,800,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_seamaster_300_blue_blu_co-axial_diver_submariner_blu-12.jpg,0.0,0.44421908259391785,0.5557808876037598,-1.0,-1,-1,-1.0
900,596,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_seamaster_300_m_quartz_2264.50.00-12.jpg,1.0,0.4639600813388825,0.5360398888587952,-1.0,-1,-1,-1.0
1280,854,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_seamaster_300m-6.jpg,0.0,0.4311056733131409,0.5688943266868591,-1.0,-1,-1,-1.0
1200,800,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_seamaster_300m_chrono_diver_automatik_ref._21230445003001-6.jpg,0.0,0.4206070899963379,0.5793929696083069,-1.0,-1,-1,-1.0
352,468,"chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_seamaster_300m_diver_co-axial_chronograph;_ceramic,_helium_escape_valve-10.jpg",1.0,0.4468986093997955,0.5531013011932373,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_seamaster_300m_midsize_36mm_watch_212.30.36.20.01.001_cards-7.jpg,0.0,0.470639169216156,0.5293608903884888,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_seamaster_41_co-axial_blue_dial_mens_watch_212.30.41.20.03.001-7.jpg,0.0,0.4517564475536346,0.548243522644043,-1.0,-1,-1,-1.0
900,614,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_seamaster_america's_cup_limited_edition-6.jpg,1.0,0.538103461265564,0.4618965089321137,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_seamaster_blue_300m_coaxial_automatic_ceramic_bezel_212.30.41.20.03.001-11.jpg,0.0,0.5325332880020142,0.4674667716026306,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_seamaster_blue_300m_coaxial_automatic_ceramic_bezel_212.30.41.20.03.001-8.jpg,0.0,0.5856407284736633,0.4143593013286591,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_seamaster_bond_300m_gmt_co-axial_steel_watch_2535.80.00_box_cards-12.jpg,0.0,0.4776312410831451,0.5223687291145325,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_seamaster_bond_300m_gmt_steel_watch_2535.80.00_box_cards-10.jpg,0.0,0.4726259708404541,0.5273739695549011,-1.0,-1,-1,-1.0
1200,718,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_seamaster_chronograph_2598.80.00-7.jpg,0.0,0.4717580080032349,0.5282420516014099,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_seamaster_chronograph_stainless_steel_men's_21230445003001_-_w5482-8.jpg,0.0,0.4747278094291687,0.5252721905708313,-1.0,-1,-1,-1.0
1280,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_seamaster_diver_300_co-axial_chrono_new_zealand-2.jpg,1.0,0.5727030038833618,0.4272969663143158,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_seamaster_diver_300_m-1183.jpg,0.0,0.4594461619853973,0.5405538082122803,-1.0,-1,-1,-1.0
900,900,chrono24_dial_visibility_most_uncertain/omega_1/omega/seamaster_diver_300_m/omega_seamaster_diver_300_m-1261.jpg,0.0,0.4316733181476593,0.5683267116546631,-1.0,-1,-1,-1.0
